9.000000, 0.000000, 0.000000, 277.000000, -142.000000, -458.000000, -159.000000, -15.000000, 852.000000, 
11.000000, 0.000000, 0.000000, 124.000000, -63.000000, -801.000000, -305.000000, -3.000000, 1046.000000, 
20.000000, 0.000000, 0.000000, 67.000000, -35.000000, -856.000000, -337.000000, -53.000000, 1126.000000, 
12.000000, 0.000000, 0.000000, 119.000000, -50.000000, -691.000000, -269.000000, -61.700000, 975.900000, 
10.000000, 0.000000, 0.000000, 247.000000, -135.000000, -789.000000, -345.000000, -46.000000, 792.000000, 
13.000000, 0.000000, 0.000000, 183.000000, -72.000000, -948.000000, -450.000000, 20.400000, 1089.000000, 
-9.500000, 0.000000, 0.000000, -99.000000, 47.000000, 664.000000, 406.900000, -34.000000, -851.000000, 
-7.250000, 0.000000, 0.000000, -311.000000, 176.000000, 519.000000, 343.000000, -30.000000, -574.000000, 
-8.500000, 0.000000, 0.000000, -348.000000, 199.400000, 543.000000, 268.000000, 39.000000, -554.000000, 
-9.000000, 0.000000, 0.000000, -71.000000, 40.000000, 522.000000, 318.000000, 17.000000, -698.000000, 
-8.000000, 0.000000, 0.000000, -101.000000, 60.700000, 534.300000, 300.300000, -15.000000, -647.000000, 
-7.500000, 0.000000, 0.000000, -129.000000, 72.000000, 542.000000, 343.300000, 27.000000, -474.500000, 
-4.750000, 8.227241, 0.000000, -490.000000, -242.000000, -15.000000, 916.000000, 547.000000, -321.000000, 
-6.250000, 10.825318, 0.000000, -584.000000, -334.000000, -38.000000, 949.000000, 387.000000, -190.000000, 
-6.500000, 11.258330, 0.000000, -657.000000, -404.000000, 2.000000, 1241.000000, 646.000000, -281.000000, 
-6.000000, 10.392305, 0.000000, -809.000000, -487.000000, -14.000000, 1109.000000, 793.000000, -451.000000, 
-6.750000, 11.691343, 0.000000, -735.000000, -443.000000, -8.000000, 1275.000000, 798.000000, -451.000000, 
-6.750000, 11.691343, 0.000000, -763.000000, -470.000000, 12.000000, 1167.000000, 675.100000, -324.800000, 
5.000000, -8.660254, 0.000000, 528.000000, 312.000000, 1.000000, -814.000000, -612.000000, 347.000000, 
4.750000, -8.227241, 0.000000, 353.000000, 194.000000, 10.000000, -868.000000, -594.000000, 366.100000, 
4.000000, -6.928203, 0.000000, 282.000000, 173.000000, -8.000000, -634.000000, -493.000000, 291.000000, 
4.000000, -6.928203, 0.000000, 491.000000, 283.000000, 21.000000, -723.000000, -492.000000, 322.000000, 
5.000000, -8.660254, 0.000000, 432.000000, 265.000000, -47.000000, -961.000000, -674.000000, 432.000000, 
3.250000, -5.629165, 0.000000, 366.000000, 229.000000, -62.000000, -483.000000, -385.500000, 249.000000, 
-6.500000, -11.258330, 0.000000, 18.000000, 646.000000, 912.000000, -525.000000, -792.000000, -237.100000, 
-5.500000, -9.526279, 0.000000, 21.000000, 654.000000, 440.900000, -251.000000, -596.000000, -109.000000, 
-5.500000, -9.526279, 0.000000, 28.000000, 375.000000, 782.000000, -398.000000, -938.000000, -228.000000, 
-6.500000, -11.258330, 0.000000, 51.000000, 648.000000, 908.000000, -471.600000, -716.000000, -259.500000, 
-6.000000, -10.392305, 0.000000, 14.000000, 150.000000, 781.000000, -371.000000, -919.000000, -191.200000, 
-6.500000, -11.258330, 0.000000, 21.000000, 414.000000, 738.000000, -380.000000, -718.500000, -301.900000, 
4.250000, 7.361216, 0.000000, -23.000000, -390.000000, -513.000000, 325.000000, 369.400000, 243.600000, 
4.500000, 7.794229, 0.000000, -10.000000, -277.000000, -567.300000, 421.000000, 519.300000, 230.900000, 
4.000000, 6.928203, 0.000000, 7.000000, -75.000000, -585.000000, 322.000000, 407.000000, 257.000000, 
4.500000, 7.794229, 0.000000, -39.000000, -511.000000, -686.800000, 405.400000, 343.800000, 239.600000, 
4.250000, 7.361216, 0.000000, -20.000000, -564.000000, -654.000000, 382.000000, 647.000000, 346.000000, 
3.500000, 6.062178, 0.000000, -19.000000, -221.000000, -416.000000, 348.000000, 294.000000, 190.800000, 
0.000000, 0.000000, 0.104720, 27.000000, -588.000000, 19.000000, -1047.000000, 54.000000, -840.000000, 
0.000000, 0.000000, 0.226893, 26.000000, -1098.000000, 74.000000, -1893.000000, 143.000000, -1297.000000, 
0.000000, 0.000000, 0.279253, 49.000000, -1744.000000, 134.000000, -2221.000000, 148.000000, -2165.000000, 
0.000000, 0.000000, 0.383972, 153.000000, -2820.000000, 85.000000, -4064.000000, 317.000000, -2483.000000, 
0.000000, 0.000000, 0.471239, 147.000000, -2889.000000, 123.000000, -5082.000000, 252.000000, -3951.000000, 
0.000000, 0.000000, 0.610865, 73.000000, -2514.000000, 203.000000, -6283.000000, 360.000000, -5076.000000, 
0.000000, 0.000000, -0.069813, -31.000000, 732.000000, -48.000000, 1065.000000, -56.000000, 898.000000, 
0.000000, 0.000000, -0.174533, -34.000000, 1190.000000, -72.000000, 2024.000000, -84.000000, 1790.300000, 
0.000000, 0.000000, -0.331613, -20.000000, 1324.000000, -111.000000, 3099.000000, -211.000000, 2585.000000, 
0.000000, 0.000000, -0.418879, -78.000000, 2746.000000, -115.000000, 4226.000000, -384.000000, 3150.000000, 
0.000000, 0.000000, -0.453786, -146.000000, 4123.100000, -80.000000, 5156.000000, -378.000000, 3625.000000, 
0.000000, 0.000000, -0.541052, -124.000000, 3287.000000, -290.000000, 5833.000000, -426.000000, 4666.000000, 
